input_file,k,alpha,r,algorithm,algorithm_type,runs,selected,min_selected,max_selected,fairness,min_fairness,max_fairness,fraction_opt,min_fraction_opt,max_fraction_opt,inverse_ratio,min_inverse_ratio,max_inverse_ratio,delta,opt_by_group,selected_by_group,num_levels
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_3groups.csv,3,,,offline_greedy,deterministic,1,59130,59130,59130,1007.4,1007.4,1007.4,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 35262, ""2"": 30536, ""3"": 10074}","{""1"": 35045, ""2"": 24075, ""3"": 10}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_3groups.csv,3,1.0,3,offline_deterministic,deterministic,1,50595,50595,50595,2.9928698752228162,2.9928698752228162,2.9928698752228162,0.8556570268899036,0.8556570268899036,0.8556570268899036,1.1686925585532166,1.1686925585532166,1.1686925585532166,239892.0,"{""1"": 35262, ""2"": 30536, ""3"": 10074}","{""1"": 26747, ""2"": 20482, ""3"": 3366}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_3groups.csv,3,,,offline_randomized,randomized,1000,49067.39,30887,59120,3.1226461589964383,1.412638511645795,3.1226461589964383,0.8298222560460004,0.5223575173346863,0.9998308811094199,1.2050773436288338,1.000169147496617,1.9143976430213359,239892.0,"{""1"": 35262, ""2"": 30536, ""3"": 10074}","{""1"": 24961.8, ""2"": 20879.48, ""3"": 3226.11}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_3groups.csv,3,,,online_randomized_fair,randomized,1000,1708.34,0,8173,50.012977674145496,26.733043729782374,50.012977674145496,0.02889125655335701,0.0,0.13822086927109759,34.612547853471796,7.234797503976508,inf,239892.0,"{""1"": 35262, ""2"": 30536, ""3"": 10074}","{""1"": 705.057, ""2"": 626.446, ""3"": 376.837}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_3groups.csv,3,,,crs,randomized,1000,4875.165,10,12535,17.513788967336104,9.926805330558478,17.513788967336104,0.0824482496194825,0.00016911889058007779,0.2119905293421275,12.128820255314436,4.717191862784205,5913.0,239892.0,"{""1"": 35262, ""2"": 30536, ""3"": 10074}","{""1"": 2013.385, ""2"": 1846.952, ""3"": 1014.828}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_4groups.csv,4,,,offline_greedy,deterministic,1,59130,59130,59130,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 26094, ""2"": 27248, ""3"": 18577, ""4"": 7030}","{""1"": 25896, ""2"": 27174, ""3"": 6060, ""4"": 0}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_4groups.csv,4,1.0,4,offline_deterministic,deterministic,1,50627,50627,50627,3.9988623435722412,3.9988623435722412,3.9988623435722412,0.8561982073397598,0.8561982073397598,0.8561982073397598,1.1679538586129932,1.1679538586129932,1.1679538586129932,239892.0,"{""1"": 26094, ""2"": 27248, ""3"": 18577, ""4"": 7030}","{""1"": 19426, ""2"": 23498, ""3"": 5945, ""4"": 1758}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_4groups.csv,4,,,offline_randomized,randomized,1000,48511.026,26466,59130,4.016064257028113,1.3719676220072108,4.016064257028113,0.8204130898021309,0.4475900558092339,1.0,1.218898153174497,1.0,2.234187259124915,239892.0,"{""1"": 26094, ""2"": 27248, ""3"": 18577, ""4"": 7030}","{""1"": 18914.673, ""2"": 19860.527, ""3"": 7985.356, ""4"": 1750.47}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_4groups.csv,4,,,online_randomized_fair,randomized,1000,1265.356,0,6626,73.4132811005526,38.40543685501538,73.4132811005526,0.02139956029088449,0.0,0.11205817689835955,46.72993212977217,8.92393600965892,inf,239892.0,"{""1"": 26094, ""2"": 27248, ""3"": 18577, ""4"": 7030}","{""1"": 416.063, ""2"": 371.159, ""3"": 295.087, ""4"": 183.047}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_4groups.csv,4,,,crs,randomized,1000,4875.165,10,12535,17.692288712595108,10.088543834220685,17.692288712595108,0.0824482496194825,0.00016911889058007779,0.2119905293421275,12.128820255314436,4.717191862784205,5913.0,239892.0,"{""1"": 26094, ""2"": 27248, ""3"": 18577, ""4"": 7030}","{""1"": 1486.293, ""2"": 1540.106, ""3"": 1151.936, ""4"": 696.83}",18
