workload,assignment_method,k,algorithm,algorithm_label,num_instances,mean_selected,mean_fairness,mean_fraction_opt,mean_inverse_ratio
LANL-CM5-1994,uniform,7,online_randomized,Online Randomized,5,991.718,0.005031400995695197,0.01677182479282936,59.62391040812335
LANL-CM5-1994,uniform,7,simple_online_greedy,Simple Online Greedy,5,17653.0,0.1999425086986947,0.29854557754101135,3.3495723106554127
LANL-CM5-1994,uniform,8,offline_deterministic,Offline Deterministic,5,53942.8,0.6076734308358759,0.912274649078302,1.0961662070679026
LANL-CM5-1994,uniform,8,offline_greedy,Offline Greedy,5,59130.0,0.6674371001285828,1.0,1.0
LANL-CM5-1994,uniform,8,offline_randomized,Offline Randomized,5,53824.31,0.5936667925870124,0.9102707593438187,1.098575259670267
LANL-CM5-1994,uniform,8,online_randomized,Online Randomized,5,819.366,0.005385367505466553,0.013857026889903602,72.16606314017987
LANL-CM5-1994,uniform,8,simple_online_greedy,Simple Online Greedy,5,17653.0,0.19582740787314115,0.29854557754101135,3.3495723106554127
LANL-CM5-1994,uniform,9,offline_deterministic,Offline Deterministic,5,53896.6,0.5955404091582491,0.9114933198038221,1.0971139980706643
LANL-CM5-1994,uniform,9,offline_greedy,Offline Greedy,5,59130.0,0.6539844402466325,1.0,1.0
LANL-CM5-1994,uniform,9,offline_randomized,Offline Randomized,5,53776.122,0.5849610572917118,0.9094558092338915,1.0995591108185923
LANL-CM5-1994,uniform,9,online_randomized,Online Randomized,5,751.934,0.004558708362963172,0.012716624386944021,78.63783178413875
LANL-CM5-1994,uniform,9,simple_online_greedy,Simple Online Greedy,5,17653.0,0.19049581068607033,0.29854557754101135,3.3495723106554127
LANL-CM5-1994,uniform,10,offline_deterministic,Offline Deterministic,5,53887.4,0.5857185208607497,0.9113377304244884,1.0972933361718502
LANL-CM5-1994,uniform,10,offline_greedy,Offline Greedy,5,59130.0,0.6423204367024693,1.0,1.0
LANL-CM5-1994,uniform,10,offline_randomized,Offline Randomized,5,53738.724,0.5755546299004881,0.9088233384069,1.1003240093303182
LANL-CM5-1994,uniform,10,online_randomized,Online Randomized,5,699.628,0.003904359362175428,0.011832031117875867,84.51661199136157
LANL-CM5-1994,uniform,10,simple_online_greedy,Simple Online Greedy,5,17653.0,0.18674415526964483,0.29854557754101135,3.3495723106554127
NASA-iPSC-1993,exponential,2,offline_deterministic,Offline Deterministic,5,11080.0,0.8381323771543081,0.9797506410823238,1.0206692299106637
NASA-iPSC-1993,exponential,2,offline_greedy,Offline Greedy,5,11309.0,0.8405412320154093,1.0,1.0
NASA-iPSC-1993,exponential,2,offline_randomized,Offline Randomized,5,11083.9,0.8227459917273906,0.9800954991599611,1.0203097810642463
NASA-iPSC-1993,exponential,2,online_randomized,Online Randomized,5,515.5500000000001,0.03506379802741138,0.04558758510920506,21.93595112470043
NASA-iPSC-1993,exponential,2,simple_online_greedy,Simple Online Greedy,5,4970.0,0.37142762907479165,0.4394729861172518,2.275452716297787
NASA-iPSC-1993,exponential,3,offline_deterministic,Offline Deterministic,5,10981.6,0.7611555152038871,0.9710496065080909,1.0298209819321673
NASA-iPSC-1993,exponential,3,offline_greedy,Offline Greedy,5,11309.0,0.7620633567151395,1.0,1.0
NASA-iPSC-1993,exponential,3,offline_randomized,Offline Randomized,5,10997.614,0.7375101641307061,0.9724656468299585,1.0283153499442137
NASA-iPSC-1993,exponential,3,online_randomized,Online Randomized,5,396.01,0.02251545023583671,0.03501724290388186,28.55773973334868
NASA-iPSC-1993,exponential,3,simple_online_greedy,Simple Online Greedy,5,4970.0,0.33291787716744076,0.4394729861172518,2.275452716297787
NASA-iPSC-1993,exponential,4,offline_deterministic,Offline Deterministic,5,10959.6,0.7118893847881823,0.9691042532496242,1.031881724347481
NASA-iPSC-1993,exponential,4,offline_greedy,Offline Greedy,5,11309.0,0.7116581912882444,1.0,1.0
NASA-iPSC-1993,exponential,4,offline_randomized,Offline Randomized,5,10947.272,0.7045305733060158,0.968014148023698,1.033043734945598
NASA-iPSC-1993,exponential,4,online_randomized,Online Randomized,5,271.272,0.013281991584687292,0.023987266778671853,41.689538349245105
NASA-iPSC-1993,exponential,4,simple_online_greedy,Simple Online Greedy,5,4970.0,0.3095081478458599,0.4394729861172518,2.275452716297787
NASA-iPSC-1993,exponential,5,offline_deterministic,Offline Deterministic,5,10902.4,0.6792307014233385,0.9640463347776107,1.0373093638561204
NASA-iPSC-1993,exponential,5,offline_greedy,Offline Greedy,5,11309.0,0.6813148276760641,1.0,1.0
NASA-iPSC-1993,exponential,5,offline_randomized,Offline Randomized,5,10926.394,0.6755058238555421,0.966168007781413,1.035018313229889
NASA-iPSC-1993,exponential,5,online_randomized,Online Randomized,5,237.746,0.010285344271448161,0.021022725263064816,47.56828966584709
NASA-iPSC-1993,exponential,5,simple_online_greedy,Simple Online Greedy,5,4970.0,0.29613907740043866,0.4394729861172518,2.275452716297787
NASA-iPSC-1993,exponential,6,offline_deterministic,Offline Deterministic,5,10922.4,0.6705063112899903,0.9658148377398532,1.0353958652179927
NASA-iPSC-1993,exponential,6,offline_greedy,Offline Greedy,5,11309.0,0.6612578268107591,1.0,1.0
NASA-iPSC-1993,exponential,6,offline_randomized,Offline Randomized,5,10926.7,0.6247852856236116,0.9661950658767353,1.0349890236713382
NASA-iPSC-1993,exponential,6,online_randomized,Online Randomized,5,218.698,0.003983374486676863,0.019338403041825096,51.71181055731511
NASA-iPSC-1993,exponential,6,simple_online_greedy,Simple Online Greedy,5,4970.0,0.28285785677951236,0.4394729861172518,2.275452716297787
NASA-iPSC-1993,exponential,7,offline_deterministic,Offline Deterministic,5,10946.0,0.640268526967798,0.9679016712352994,1.0331770978811636
NASA-iPSC-1993,exponential,7,offline_greedy,Offline Greedy,5,11309.0,0.648250595995485,1.0,1.0
NASA-iPSC-1993,exponential,7,offline_randomized,Offline Randomized,5,10936.834,0.6174851564395729,0.9670911663277036,1.0340287629735287
NASA-iPSC-1993,exponential,7,online_randomized,Online Randomized,5,206.298,0.0033335218684457336,0.01824193120523477,54.81928092932374
NASA-iPSC-1993,exponential,7,simple_online_greedy,Simple Online Greedy,5,4970.0,0.27600778815670635,0.4394729861172518,2.275452716297787
