workload,assignment_method,k,algorithm,algorithm_label,setting,num_instances,mean_selected,ci95_selected,mean_fairness,ci95_fairness,mean_fraction_opt,ci95_fraction_opt,mean_inverse_ratio,ci95_inverse_ratio,mean_delta,offline_fairness_ratio,offline_approximation_ratio,online_fairness_ratio,online_approximation_ratio
LANL-CM5-1994,containment_quantile,9,offline_deterministic,Offline Deterministic,offline,1,49999.0,0.0,9.0046875,0.0,0.845577541011331,0.0,1.1826236524730496,0.0,239892.0,9.0,8.999699874947895,80.42411484623473,8.936012760692748
LANL-CM5-1994,containment_quantile,9,offline_greedy,Global OPT,offline,1,59130.0,0.0,nan,nan,1.0,0.0,1.0,0.0,239892.0,9.0,8.999699874947895,80.42411484623473,8.936012760692748
LANL-CM5-1994,containment_quantile,9,offline_randomized,Offline Randomized,offline,1,49950.26,0.0,12.373123442533277,0.0,0.8447532555386437,0.0,1.183777621978344,0.0,239892.0,9.0,8.999699874947895,80.42411484623473,8.936012760692748
LANL-CM5-1994,containment_quantile,9,online_randomized,Online Randomized,online,1,678.16,0.0,327.5796866558617,0.0,0.011468966683578555,0.0,87.19181314144156,0.0,239892.0,9.0,8.999699874947895,80.42411484623473,8.936012760692748
LANL-CM5-1994,containment_quantile,9,online_randomized_level_greedy,CRS,online,1,4803.0,0.0,24.072486475300796,0.0,0.08122780314561137,0.0,12.31105559025609,0.0,239892.0,9.0,8.999699874947895,80.42411484623473,8.936012760692748
LANL-CM5-1994,containment_quantile,9,simple_online_greedy,Simple Online Greedy,online,1,17653.0,0.0,7.078488372093023,0.0,0.29854557754101135,0.0,3.3495723106554127,0.0,239892.0,9.0,8.999699874947895,80.42411484623473,8.936012760692748
LANL-CM5-1994,containment_quantile,10,offline_deterministic,Offline Deterministic,offline,1,50433.0,0.0,10.004285714285714,0.0,0.8529173008625064,0.0,1.1724466123371602,0.0,239892.0,10.0,9.999624845248665,89.36012760692748,8.936012760692748
LANL-CM5-1994,containment_quantile,10,offline_greedy,Global OPT,offline,1,59130.0,0.0,nan,nan,1.0,0.0,1.0,0.0,239892.0,10.0,9.999624845248665,89.36012760692748,8.936012760692748
LANL-CM5-1994,containment_quantile,10,offline_randomized,Offline Randomized,offline,1,50561.38,0.0,12.516388303026847,0.0,0.8550884491797733,0.0,1.169469662418233,0.0,239892.0,10.0,9.999624845248665,89.36012760692748,8.936012760692748
LANL-CM5-1994,containment_quantile,10,online_randomized,Online Randomized,online,1,622.01,0.0,333.04747320061256,0.0,0.010519364112971418,0.0,95.06278034115208,0.0,239892.0,10.0,9.999624845248665,89.36012760692748,8.936012760692748
