workload,assignment_method,k,algorithm,algorithm_label,setting,num_instances,mean_selected,min_selected,max_selected,ci95_selected,mean_fairness,min_fairness,max_fairness,ci95_fairness,mean_fraction_opt,min_fraction_opt,max_fraction_opt,ci95_fraction_opt,mean_inverse_ratio,min_inverse_ratio,max_inverse_ratio,ci95_inverse_ratio,mean_delta,min_delta,max_delta,offline_fairness_ratio,offline_approximation_ratio,online_fairness_ratio,online_approximation_ratio
NASA-iPSC-1993,containment_quantile,3,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,15.726589546567594,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,containment_quantile,3,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,containment_quantile,4,offline_deterministic,Offline Deterministic,offline,1,10661.0,10661.0,10661.0,0.0,3.620748299319728,3.620748299319728,3.620748299319728,0.0,0.9427005040233443,0.9427005040233443,0.9427005040233443,0.0,1.060782290591877,1.060782290591877,1.060782290591877,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,containment_quantile,4,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,18.353448275862068,18.353448275862068,18.353448275862068,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,containment_quantile,4,offline_randomized,Offline Randomized,offline,1,10558.514,8370.0,11309.0,0.0,3.635928920919827,2.0198226395409495,36.08474576271186,nan,0.9336381642939251,0.7401184896984703,1.0,0.0,1.0710787521804679,1.0,1.3511350059737157,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,containment_quantile,4,online_randomized,Online Randomized,online,1,234.925,0.0,1108.0,0.0,66.62454483481037,nan,nan,nan,0.02077327792024052,0.0,0.09797506410823238,0.0,48.13876769181653,nan,nan,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,containment_quantile,4,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,15.7900317268716,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,containment_quantile,4,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.561777777777778,3.561777777777778,3.561777777777778,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,containment_quantile,5,offline_deterministic,Offline Deterministic,offline,1,10839.0,10839.0,10839.0,0.0,4.7514450867052025,4.7514450867052025,4.7514450867052025,0.0,0.9584401803873022,0.9584401803873022,0.9584401803873022,0.0,1.0433619337577267,1.0433619337577267,1.0433619337577267,0.0,62643.0,62643.0,62643.0,5.0,4.999680750873945,239.0229852767096,239.0229852767096
NASA-iPSC-1993,containment_quantile,5,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,39.142857142857146,39.142857142857146,39.142857142857146,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,5.0,4.999680750873945,239.0229852767096,239.0229852767096
NASA-iPSC-1993,containment_quantile,5,offline_randomized,Offline Randomized,offline,1,10489.682,7519.0,11309.0,0.0,4.657580041532921,2.845083487940631,234.85714285714286,nan,0.9275516844990715,0.6648686886550536,1.0,0.0,1.0781070388978427,1.0,1.504056390477457,0.0,62643.0,62643.0,62643.0,5.0,4.999680750873945,239.0229852767096,239.0229852767096
NASA-iPSC-1993,containment_quantile,5,online_randomized,Online Randomized,online,1,194.189,0.0,897.0,0.0,87.53165580042028,nan,nan,nan,0.01717119108674507,0.0,0.07931735785657441,0.0,58.23707831030594,nan,nan,0.0,62643.0,62643.0,62643.0,5.0,4.999680750873945,239.0229852767096,239.0229852767096
NASA-iPSC-1993,containment_quantile,5,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,16.492794149279415,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,5.0,4.999680750873945,239.0229852767096,239.0229852767096
NASA-iPSC-1993,containment_quantile,5,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.8146766169154227,3.8146766169154227,3.8146766169154227,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,5.0,4.999680750873945,239.0229852767096,239.0229852767096
NASA-iPSC-1993,containment_quantile,6,offline_deterministic,Offline Deterministic,offline,1,10577.0,10577.0,10577.0,0.0,6.0,6.0,6.0,0.0,0.9352727915819259,0.9352727915819259,0.9352727915819259,0.0,1.0692067694053133,1.0692067694053133,1.0692067694053133,0.0,62643.0,62643.0,62643.0,6.0,5.999521133954795,286.8275823320515,286.8275823320515
NASA-iPSC-1993,containment_quantile,6,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,93.85714285714286,93.85714285714286,93.85714285714286,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,6.0,5.999521133954795,286.8275823320515,286.8275823320515
NASA-iPSC-1993,containment_quantile,6,offline_randomized,Offline Randomized,offline,1,10600.216,7058.0,11309.0,0.0,6.5049504950495045,nan,nan,nan,0.937325669820497,0.6241046953753647,1.0,0.0,1.0668650525611931,1.0,1.6022952677812412,0.0,62643.0,62643.0,62643.0,6.0,5.999521133954795,286.8275823320515,286.8275823320515
NASA-iPSC-1993,containment_quantile,6,online_randomized,Online Randomized,online,1,160.73,0.0,739.0,0.0,102.58458834338673,nan,nan,nan,0.014212574056061543,0.0,0.06534618445485896,0.0,70.36023144403659,nan,nan,0.0,62643.0,62643.0,62643.0,6.0,5.999521133954795,286.8275823320515,286.8275823320515
NASA-iPSC-1993,containment_quantile,6,online_randomized_level_greedy,CRS,online,1,942.6229999999999,9.0,2934.0,0.0,16.283747725064657,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093568,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,6.0,5.999521133954795,286.8275823320515,286.8275823320515
NASA-iPSC-1993,containment_quantile,6,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.807142857142857,3.807142857142857,3.807142857142857,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,6.0,5.999521133954795,286.8275823320515,286.8275823320515
NASA-iPSC-1993,containment_quantile,7,offline_deterministic,Offline Deterministic,offline,1,10770.0,10770.0,10770.0,0.0,7.037735849056604,7.037735849056604,7.037735849056604,0.0,0.9523388451675656,0.9523388451675656,0.9523388451675656,0.0,1.050046425255339,1.050046425255339,1.050046425255339,0.0,62643.0,62643.0,62643.0,7.0,6.999329598237801,334.6321793873934,334.6321793873934
NASA-iPSC-1993,containment_quantile,7,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,559.5,559.5,559.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,7.0,6.999329598237801,334.6321793873934,334.6321793873934
NASA-iPSC-1993,containment_quantile,7,offline_randomized,Offline Randomized,offline,1,10618.277,6751.0,11309.0,0.0,7.572015347033786,nan,nan,nan,0.93892271642055,0.596958174904943,1.0,0.0,1.0650503843514347,1.0,1.6751592356687899,0.0,62643.0,62643.0,62643.0,7.0,6.999329598237801,334.6321793873934,334.6321793873934
NASA-iPSC-1993,containment_quantile,7,online_randomized,Online Randomized,online,1,138.978,0.0,682.0,0.0,122.82136789781664,nan,nan,nan,0.012289150234326644,0.0,0.06030595101246795,0.0,81.37259134539279,nan,nan,0.0,62643.0,62643.0,62643.0,7.0,6.999329598237801,334.6321793873934,334.6321793873934
NASA-iPSC-1993,containment_quantile,7,online_randomized_level_greedy,CRS,online,1,942.6229999999999,9.0,2934.0,0.0,16.99919010006183,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093568,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,7.0,6.999329598237801,334.6321793873934,334.6321793873934
NASA-iPSC-1993,containment_quantile,7,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.9862306368330467,3.9862306368330467,3.9862306368330467,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,7.0,6.999329598237801,334.6321793873934,334.6321793873934
NASA-iPSC-1993,containment_quantile,8,offline_deterministic,Offline Deterministic,offline,1,10542.0,10542.0,10542.0,0.0,7.975409836065574,7.975409836065574,7.975409836065574,0.0,0.9321779113980015,0.9321779113980015,0.9321779113980015,0.0,1.0727565926769114,1.0727565926769114,1.0727565926769114,0.0,62643.0,62643.0,62643.0,8.0,7.999106145251397,382.4367764427353,382.4367764427353
NASA-iPSC-1993,containment_quantile,8,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,nan,nan,nan,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,8.0,7.999106145251397,382.4367764427353,382.4367764427353
NASA-iPSC-1993,containment_quantile,8,offline_randomized,Offline Randomized,offline,1,10572.51,6541.0,11309.0,0.0,7.8125,nan,nan,nan,0.9348757626669025,0.5783888938013971,1.0,0.0,1.069660846856612,1.0,1.7289405289711053,0.0,62643.0,62643.0,62643.0,8.0,7.999106145251397,382.4367764427353,382.4367764427353
NASA-iPSC-1993,containment_quantile,8,online_randomized,Online Randomized,online,1,117.917,0.0,566.0,0.0,143.07957059739408,nan,nan,nan,0.010426828189937218,0.0,0.050048633831461665,0.0,95.90644266729988,nan,nan,0.0,62643.0,62643.0,62643.0,8.0,7.999106145251397,382.4367764427353,382.4367764427353
