input_file,k,alpha,r,algorithm,algorithm_type,runs,selected,fairness,fraction_opt,inverse_ratio,delta,num_levels
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed44.csv,2,,,offline_greedy,deterministic,1,20905,1.3491563837824225,1.0,1.0,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed44.csv,2,1.0,2,offline_deterministic,deterministic,1,20087,1.3412191763675054,0.9608706051183927,1.0407228555782346,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed44.csv,2,,,offline_randomized,randomized,100,20143.55,1.3913777431502403,0.9635756995933987,1.0378011820160795,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed44.csv,2,,,simple_online_greedy,deterministic,1,2538,11.138253638253639,0.12140636211432672,8.236800630417651,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed44.csv,2,,,online_randomized,randomized,100,1344.35,25.584393877892122,0.06430758191820138,15.550265927771786,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed44.csv,2,,,online_randomized_level_greedy,randomized,100,1993.8799999999999,14.139801264202484,0.09537813920114804,10.484582823439727,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed45.csv,2,,,offline_greedy,deterministic,1,20905,1.3548799182422075,1.0,1.0,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed45.csv,2,1.0,2,offline_deterministic,deterministic,1,20204,1.3415127751075133,0.9664673523080602,1.0346960997822214,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed45.csv,2,,,offline_randomized,randomized,100,20195.75,1.3836650293862482,0.9660727098780196,1.0351187749897874,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed45.csv,2,,,simple_online_greedy,deterministic,1,2538,11.270988310308184,0.12140636211432672,8.236800630417651,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed45.csv,2,,,online_randomized,randomized,100,1343.76,25.576348027394616,0.06427935900502273,15.557093528606298,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed45.csv,2,,,online_randomized_level_greedy,randomized,100,1993.88,14.238535066050908,0.09537813920114806,10.484582823439725,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed46.csv,2,,,offline_greedy,deterministic,1,20905,1.3568872987477638,1.0,1.0,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed46.csv,2,1.0,2,offline_deterministic,deterministic,1,20178,1.3402751483024107,0.9652236307103563,1.036029338883933,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed46.csv,2,,,offline_randomized,randomized,100,20155.85,1.3938988212438634,0.9641640755800047,1.037167869377873,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed46.csv,2,,,simple_online_greedy,deterministic,1,2538,11.296808510638298,0.12140636211432672,8.236800630417651,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed46.csv,2,,,online_randomized,randomized,100,1348.13,25.35577841451767,0.06448839990432911,15.50666478752049,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_2groups_seed46.csv,2,,,online_randomized_level_greedy,randomized,100,1993.88,14.09982340366205,0.09537813920114806,10.484582823439725,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed42.csv,3,,,offline_greedy,deterministic,1,20905,1.6758457907159716,1.0,1.0,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed42.csv,3,1.0,3,offline_deterministic,deterministic,1,19678,1.6359447004608294,0.9413059076775891,1.0623538977538367,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed42.csv,3,,,offline_randomized,randomized,100,19751.239999999998,1.7409072333469555,0.9448093757474287,1.0584145603010242,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed42.csv,3,,,simple_online_greedy,deterministic,1,2538,13.284823284823284,0.12140636211432672,8.236800630417651,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed42.csv,3,,,online_randomized,randomized,100,1104.36,33.80952380952381,0.05282755321693374,18.92951573762179,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed42.csv,3,,,online_randomized_level_greedy,randomized,100,1993.8799999999999,17.62369683931822,0.09537813920114804,10.484582823439727,71998.0,17
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed43.csv,3,,,offline_greedy,deterministic,1,20905,1.6564449064449065,1.0,1.0,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed43.csv,3,1.0,3,offline_deterministic,deterministic,1,19759,1.6181772023356182,0.9451805788088974,1.0579988865833292,71998.0,
temp\generated_intervals\CTC-SP2-1996\CTC-SP2-1996-3.1-cln_interval_exponential_3groups_seed43.csv,3,,,offline_randomized,randomized,100,19765.7,1.7443037836121922,0.9455010762975365,1.057640255594287,71998.0,
