job_id,submit_time,wait_time,run_time,allocated_processors,avg_cpu_time,used_memory,requested_processors,requested_time,requested_memory,status,user_id,group_id,executable_number,queue_number,partition_number,preceding_job_number,think_time
11,566129,5,28826,1,27758.0,-1,1,28800,-1,5,153,75,18180,3,-1,-1,-1
12,566290,532,26171,1,24666.0,-1,1,28800,-1,1,153,75,18184,3,-1,-1,-1
13,567314,15757,8071,8,7334.0,-1,8,64800,-1,1,150,6,13592,4,-1,-1,-1
14,571164,21568,64832,32,44134.0,-1,32,64800,-1,5,6,6,13602,3,-1,-1,-1
15,574294,4647,64384,7,58033.0,-1,7,64800,-1,1,151,75,13607,3,-1,-1,-1
16,576100,6,19000,1,18830.0,-1,1,43200,-1,1,152,75,13610,3,-1,-1,-1
17,577685,3793,118561,5,117278.0,-1,5,172800,-1,1,199,86,18261,3,-1,-1,-1
18,578846,8,24861,1,23875.0,-1,1,28800,-1,1,153,75,13613,3,-1,-1,-1
19,580157,20861,-1,-1,-1.0,-1,38,6900,-1,5,189,75,18288,5,-1,-1,-1
20,581034,2038,10979,1,10894.0,-1,1,18000,-1,1,154,75,13634,4,-1,-1,-1
21,581434,2139,16674,11,16258.0,-1,11,36000,-1,1,160,75,18301,3,-1,-1,-1
22,582841,1199,8385,32,1536.0,-1,32,14400,-1,1,150,6,13641,2,-1,-1,-1
23,583532,21288,16793,11,16264.0,-1,11,36000,-1,1,160,75,18305,3,-1,-1,-1
24,584165,16591,3634,24,3504.0,-1,24,3600,-1,5,133,50,13646,3,-1,-1,-1
25,584785,4129,1229,2,1089.0,-1,2,1200,-1,5,34,7,13651,3,-1,-1,-1
26,584801,10510,2207,16,1195.0,-1,16,3600,-1,1,7,7,234,3,-1,-1,-1
27,584826,6324,40,8,7.38,-1,8,1200,-1,1,34,7,13662,3,-1,-1,-1
28,584832,6361,311,8,259.0,-1,8,2400,-1,1,34,7,13665,3,-1,-1,-1
29,584838,6677,1228,8,1157.0,-1,8,1200,-1,5,34,7,13668,3,-1,-1,-1
30,584875,10119,47,16,6.0,-1,16,1200,-1,1,34,7,13671,3,-1,-1,-1
31,584919,10126,213,16,156.94,-1,16,1200,-1,1,34,7,13674,3,-1,-1,-1
32,584928,10338,40,16,1.25,-1,16,1200,-1,1,34,7,13677,3,-1,-1,-1
33,585786,3129,51164,1,50753.0,-1,1,64800,-1,1,155,75,13680,3,-1,-1,-1
34,586496,2458,1970,2,1902.0,-1,2,7200,-1,1,161,75,18312,3,-1,-1,-1
35,588559,686,58046,4,57552.0,-1,4,64800,-1,1,156,75,13688,3,-1,-1,-1
36,588873,16880,14805,11,14385.0,-1,11,36000,-1,1,160,75,18316,3,-1,-1,-1
37,589428,10,28,2,-1.0,-1,2,36000,-1,5,157,1,13691,2,-1,-1,-1
38,589449,22,275,1,15.0,-1,1,2400,-1,1,158,73,13694,3,-1,-1,-1
39,589503,396,3708,2,-1.0,-1,2,36000,-1,5,157,1,13697,2,-1,-1,-1
40,589535,11,3625,1,-1.0,-1,1,36000,-1,1,157,1,13700,2,-1,-1,-1
41,590405,13993,54,32,4.84,-1,32,1200,-1,1,34,7,13703,3,-1,-1,-1
42,590414,14049,45,32,1.38,-1,32,1200,-1,1,34,7,13706,3,-1,-1,-1
43,590419,14099,292,32,215.47,-1,32,1200,-1,1,34,7,13709,3,-1,-1,-1
44,590427,85075,42,64,0.25,-1,64,1200,-1,5,34,7,13712,3,-1,-1,-1
45,590434,85120,155,64,57.12,-1,64,1200,-1,1,34,7,13715,3,-1,-1,-1
46,590439,85278,66,64,1.42,-1,64,1200,-1,1,34,7,13718,3,-1,-1,-1
47,590470,5,64,1,-1.0,-1,1,36000,-1,5,157,1,18320,2,-1,-1,-1
48,590531,9,34,1,-1.0,-1,1,36000,-1,1,157,1,18324,2,-1,-1,-1
49,590978,10,252,2,214.0,-1,2,900,-1,1,159,75,13721,1,-1,-1,-1
50,591090,87,-1,-1,-1.0,-1,8,36000,-1,5,173,75,14298,4,-1,-1,-1
51,591120,7,11298,2,686.0,-1,2,50400,-1,1,173,75,14298,4,-1,-1,-1
52,591442,8,16440,1,15992.0,-1,1,28800,-1,1,153,75,18333,3,-1,-1,-1
53,591612,820,293,2,257.5,-1,2,900,-1,1,159,75,13724,1,-1,-1,-1
54,593508,3,257,2,217.5,-1,2,900,-1,1,159,75,13727,1,-1,-1,-1
55,595008,4,216,2,177.0,-1,2,900,-1,1,159,75,13730,1,-1,-1,-1
56,595228,9,32,2,2.5,-1,2,300,-1,1,159,75,13733,1,-1,-1,-1
57,595239,10,24866,1,23861.0,-1,1,28800,-1,1,153,75,13736,4,-1,-1,-1
58,595276,2,34,4,3.25,-1,4,300,-1,1,159,75,13739,1,-1,-1,-1
59,595584,5,26228,1,24818.0,-1,1,28800,-1,1,153,75,13742,3,-1,-1,-1
60,595641,1,213,2,178.5,-1,2,900,-1,1,159,75,13745,1,-1,-1,-1
61,596042,5,214,2,179.5,-1,2,900,-1,1,159,75,13748,1,-1,-1,-1
62,596561,8,212,2,179.0,-1,2,900,-1,1,159,75,13751,1,-1,-1,-1
63,597048,11,276,1,14.0,-1,1,2400,-1,1,158,73,13754,3,-1,-1,-1
64,597139,389,144,4,109.75,-1,4,900,-1,1,159,75,13757,1,-1,-1,-1
65,597147,382,106,8,71.5,-1,8,7200,-1,1,159,75,13760,1,-1,-1,-1
66,597497,9,314,1,274.0,-1,1,900,-1,1,159,75,13763,1,-1,-1,-1
67,597928,6889,925,16,876.81,-1,16,3600,-1,1,159,75,13766,3,-1,-1,-1
68,597955,23662,689,32,631.0,-1,32,1800,-1,1,159,75,13769,3,-1,-1,-1
69,598080,3,203,8,167.25,-1,8,3600,-1,1,159,75,13772,1,-1,-1,-1
70,598354,6,274,4,235.5,-1,4,900,-1,1,159,75,13775,1,-1,-1,-1
71,598608,8,412,2,366.5,-1,2,900,-1,1,159,75,13778,1,-1,-1,-1
72,598823,7,691,1,600.0,-1,1,900,-1,1,159,75,13781,1,-1,-1,-1
73,599263,4,1716,8,1545.0,-1,8,6000,-1,1,159,75,13784,1,-1,-1,-1
74,600209,4609,16792,11,16215.0,-1,11,36000,-1,1,160,75,13787,3,-1,-1,-1
75,601024,93,-1,-1,-1.0,-1,38,6900,-1,5,189,75,18336,5,-1,-1,-1
76,601123,57528,-1,-1,-1.0,-1,38,64500,-1,5,189,75,18340,5,-1,-1,-1
77,606843,68951,24257,63,23997.0,-1,63,43200,-1,1,24,22,13790,3,-1,-1,-1
78,608347,107242,57648,63,2930.0,-1,63,57600,-1,5,24,22,13793,3,-1,-1,-1
79,613890,12,-1,-1,-1.0,-1,64,54000,-1,5,3,74,13796,2,-1,-1,-1
80,613917,86619,95,64,19.22,-1,64,3600,-1,1,3,74,13799,3,-1,-1,-1
81,614987,2,336,16,18.25,-1,16,1800,-1,1,147,73,13802,3,-1,-1,-1
82,615362,10,277,1,14.0,-1,1,1800,-1,1,147,73,13805,3,-1,-1,-1
83,617472,11,257,16,107.88,-1,16,1800,-1,1,147,73,13808,3,-1,-1,-1
84,617477,4833,343,32,146.66,-1,32,1800,-1,1,147,73,13811,3,-1,-1,-1
85,617482,83162,387,64,166.8,-1,64,2700,-1,1,147,73,13814,3,-1,-1,-1
86,617486,356793,523,100,227.64,-1,100,2700,-1,1,147,73,13817,3,-1,-1,-1
87,617729,21,182,16,42.12,-1,16,1800,-1,1,147,73,13820,3,-1,-1,-1
88,617737,4924,216,32,55.06,-1,32,1800,-1,1,147,73,13823,3,-1,-1,-1
89,617741,26970,-1,-1,-1.0,-1,64,2700,-1,5,147,73,13826,3,-1,-1,-1
90,617748,83296,263,64,62.39,-1,64,2700,-1,1,147,73,13829,3,-1,-1,-1
91,617752,357061,334,100,82.2,-1,100,2700,-1,1,147,73,13832,3,-1,-1,-1
92,617914,28,165,16,24.25,-1,16,1800,-1,1,147,73,13835,3,-1,-1,-1
93,617917,4969,180,32,24.75,-1,32,1800,-1,1,147,73,13837,3,-1,-1,-1
94,617923,83393,199,64,24.52,-1,64,2700,-1,1,147,73,13840,3,-1,-1,-1
95,617928,357229,301,100,27.83,-1,100,2700,-1,1,147,73,13843,3,-1,-1,-1
96,618202,7,353,16,28.25,-1,16,1800,-1,1,147,73,13846,3,-1,-1,-1
97,618628,8,174,16,19.56,-1,16,1800,-1,1,147,73,13849,3,-1,-1,-1
98,618949,7,161,16,19.38,-1,16,1800,-1,1,147,73,13852,3,-1,-1,-1
99,619684,93,19199,4,18219.0,-1,4,64500,-1,1,162,75,18344,4,-1,-1,-1
100,619766,10,37,8,3.38,-1,8,64800,-1,5,162,75,18347,2,-1,-1,-1
101,619804,6,24,1,-1.0,-1,1,1800,-1,1,147,73,13855,3,-1,-1,-1
102,620527,18793,35969,11,3.55,-1,11,36000,-1,5,160,75,13858,3,-1,-1,-1
103,621578,17802,35968,11,3213.0,-1,11,36000,-1,5,160,75,18350,3,-1,-1,-1
104,621582,17739,35969,11,3.73,-1,11,36000,-1,5,160,75,13861,3,-1,-1,-1
105,638224,37333,8027,8,7338.0,-1,8,64800,-1,1,150,6,13592,4,-1,-1,-1
106,639157,845,18855,4,17851.0,-1,4,64500,-1,1,162,75,18353,4,-1,-1,-1
107,639295,14,-1,-1,-1.0,-1,4,64500,-1,5,162,75,18355,4,-1,-1,-1
108,639316,3,58,13,5.08,-1,13,64800,-1,5,162,75,18358,2,-1,-1,-1
109,639459,7,60,16,9.38,-1,16,64800,-1,5,162,75,18361,2,-1,-1,-1
110,639523,7,62,19,6.0,-1,19,64800,-1,5,162,75,18364,2,-1,-1,-1
111,639759,7,61,3,21.33,-1,3,64800,-1,5,162,75,18366,2,-1,-1,-1
112,639907,130,-1,-1,-1.0,-1,110,600,-1,5,162,75,18369,2,-1,-1,-1
113,639994,6,41,8,6.38,-1,8,64800,-1,5,162,75,18373,1,-1,-1,-1
114,639995,6,45,8,8.12,-1,8,64800,-1,5,162,75,18377,1,-1,-1,-1
115,644835,4,179,16,20.12,-1,16,1800,-1,1,147,73,18381,3,-1,-1,-1
116,645249,4,155,16,18.94,-1,16,1800,-1,1,147,73,18385,3,-1,-1,-1
117,645444,1,313,16,15.69,-1,16,1800,-1,1,147,73,18388,3,-1,-1,-1
118,645540,2,35621,1,34803.0,-1,1,57600,-1,1,153,75,13866,4,-1,-1,-1
119,645808,3,48803,1,46863.0,-1,1,57600,-1,1,153,75,13869,3,-1,-1,-1
120,645978,3,23055,1,21935.0,-1,1,57600,-1,1,153,75,13872,4,-1,-1,-1
121,646088,11,332,16,15.88,-1,16,1800,-1,1,147,73,18392,3,-1,-1,-1
122,646393,5,54148,1,51173.0,-1,1,57600,-1,1,153,75,13875,4,-1,-1,-1
123,646521,5,110,16,0.25,-1,16,1800,-1,5,147,73,18396,3,-1,-1,-1
124,647272,9,359,16,17.56,-1,16,1800,-1,1,147,73,18400,3,-1,-1,-1
125,647739,11,303,27,16.37,-1,27,1800,-1,1,147,73,18404,3,-1,-1,-1
126,648093,9,370,27,19.19,-1,27,1800,-1,1,147,73,18407,3,-1,-1,-1
127,648486,10,344,27,18.56,-1,27,1800,-1,1,147,73,18411,3,-1,-1,-1
128,649148,7,336,27,18.07,-1,27,1800,-1,1,147,73,18415,3,-1,-1,-1
129,649620,4,328,27,16.52,-1,27,1800,-1,1,147,73,18419,3,-1,-1,-1
130,650241,4,332,27,18.04,-1,27,1800,-1,1,147,73,18423,3,-1,-1,-1
131,650849,2,373,16,19.75,-1,16,1800,-1,1,147,73,18426,3,-1,-1,-1
132,651272,8,337,27,17.33,-1,27,1800,-1,1,147,73,13878,3,-1,-1,-1
133,651683,3,326,27,18.33,-1,27,1800,-1,1,147,73,13881,3,-1,-1,-1
134,652035,4,331,16,17.06,-1,16,1800,-1,1,147,73,13884,3,-1,-1,-1
135,652231,9006,14769,11,14279.0,-1,11,36000,-1,1,160,75,13887,3,-1,-1,-1
136,652517,2,315,16,16.0,-1,16,1800,-1,1,147,73,13890,3,-1,-1,-1
137,653274,11,302,27,17.19,-1,27,1800,-1,1,147,73,13893,3,-1,-1,-1
138,653562,5079,14390,1,14200.0,-1,1,18000,-1,1,154,75,13896,4,-1,-1,-1
139,653617,10,307,16,16.94,-1,16,1800,-1,1,147,73,18429,3,-1,-1,-1
140,658633,6,2548,38,2366.0,-1,38,64500,-1,1,189,75,18433,2,-1,-1,-1
141,658981,88138,287,32,180.19,-1,32,64800,-1,1,163,75,18437,3,-1,-1,-1
142,661229,5,3806,50,3551.0,-1,50,64500,-1,5,189,75,18441,2,-1,-1,-1
143,662796,2247,64827,4,64133.0,-1,4,64800,-1,5,156,75,13899,3,-1,-1,-1
144,664468,10886,143,81,0.3,-1,81,10800,-1,5,92,52,18448,2,-1,-1,-1
145,664898,10,58075,1,57610.0,-1,1,64800,-1,1,155,75,13902,3,-1,-1,-1
146,665386,8,302,16,16.56,-1,16,1800,-1,1,147,73,13905,3,-1,-1,-1
147,667115,2,309,16,16.88,-1,16,1800,-1,1,147,73,13908,3,-1,-1,-1
148,667886,8,277,1,15.0,-1,1,2400,-1,1,158,73,13911,3,-1,-1,-1
149,668596,10,715,1,17.0,-1,1,2400,-1,1,158,73,13914,3,-1,-1,-1
150,668645,4,416,16,19.31,-1,16,1800,-1,1,147,73,13917,3,-1,-1,-1
151,669401,6,336,16,17.94,-1,16,1800,-1,1,147,73,13920,3,-1,-1,-1
152,669446,4,182,16,19.56,-1,16,1800,-1,1,147,73,13923,3,-1,-1,-1
153,669599,45,842,32,42.09,-1,32,2400,-1,1,158,73,13926,3,-1,-1,-1
154,670019,10,167,16,19.19,-1,16,1800,-1,1,147,73,13929,3,-1,-1,-1
155,670042,158,301,16,16.56,-1,16,1800,-1,1,147,73,13932,3,-1,-1,-1
156,670636,7,330,32,17.69,-1,32,2400,-1,1,158,73,13935,3,-1,-1,-1
157,671461,11,855,32,47.69,-1,32,2400,-1,1,158,73,13938,3,-1,-1,-1
158,672327,9,319,16,25.44,-1,16,1800,-1,1,147,73,13941,3,-1,-1,-1
159,672431,12,340,32,16.81,-1,32,2400,-1,1,158,73,13944,3,-1,-1,-1
160,672948,8,797,32,40.88,-1,32,2400,-1,1,158,73,13947,3,-1,-1,-1
161,673296,3,379,16,27.75,-1,16,1800,-1,1,147,73,13950,3,-1,-1,-1
162,673798,96,-1,-1,-1.0,-1,16,1800,-1,5,147,73,13953,3,-1,-1,-1
163,673864,26203,331,32,17.56,-1,32,2400,-1,1,158,73,13956,3,-1,-1,-1
164,673907,1598,38,16,-1.0,-1,16,1800,-1,5,147,73,13959,3,-1,-1,-1
165,674530,1772,-1,-1,-1.0,-1,48,1800,-1,5,133,50,18452,3,-1,-1,-1
166,674689,1613,-1,-1,-1.0,-1,24,4800,-1,5,133,50,18456,3,-1,-1,-1
167,674883,1,396,2,295.5,-1,2,1800,-1,1,161,75,13962,3,-1,-1,-1
168,675761,11,37,2,1.0,-1,2,600,-1,1,3,74,18460,4,-1,-1,-1
169,675846,3,38,4,2.75,-1,4,600,-1,1,3,74,18464,4,-1,-1,-1
170,675975,2,14696,11,14258.0,-1,11,36000,-1,1,160,75,18468,3,-1,-1,-1
171,676149,33544,5883,81,4035.0,-1,81,10800,-1,1,92,52,18471,2,-1,-1,-1
172,676178,3,47,4,10.25,-1,4,600,-1,1,3,74,18475,4,-1,-1,-1
173,676289,10,3911,15,3749.0,-1,15,9000,-1,1,133,50,18479,3,-1,-1,-1
174,676578,6493,48,4,10.0,-1,4,600,-1,1,3,74,18483,4,-1,-1,-1
175,678396,1824,11121,15,10917.0,-1,15,18000,-1,1,133,50,18487,3,-1,-1,-1
176,680929,10423,18334,15,18058.0,-1,15,21600,-1,1,133,50,18490,3,-1,-1,-1
177,688262,2,14154,2,13834.0,-1,2,28500,-1,1,162,75,13965,4,-1,-1,-1
178,688508,11,15439,1,15320.0,-1,1,18000,-1,1,154,75,13968,4,-1,-1,-1
179,688521,10,60794,4,57950.0,-1,4,64500,-1,1,162,75,13971,4,-1,-1,-1
180,690642,41,9665,11,9426.0,-1,11,36000,-1,1,160,75,13974,3,-1,-1,-1
181,694333,5731,465,32,402.84,-1,32,64800,-1,1,119,76,13977,2,-1,-1,-1
182,694413,50715,1987,32,1916.0,-1,32,64800,-1,1,119,76,13980,3,-1,-1,-1
183,700318,4,10210,11,9976.0,-1,11,36000,-1,1,160,75,18494,3,-1,-1,-1
184,700639,46776,911,32,851.75,-1,32,64800,-1,1,119,76,18498,3,-1,-1,-1
185,702943,10,129,2,97.0,-1,2,1800,-1,5,161,75,18501,3,-1,-1,-1
186,703160,6,59,2,21.0,-1,2,1800,-1,1,161,75,18501,3,-1,-1,-1
187,703445,8,223,64,147.69,-1,64,3600,-1,1,3,74,13983,4,-1,-1,-1
188,704670,2,341,1,17.0,-1,1,3600,-1,1,158,73,13986,3,-1,-1,-1
189,705671,9,266,1,14.0,-1,1,3600,-1,1,158,73,13989,3,-1,-1,-1
190,710503,3,1661,11,1524.0,-1,11,36000,-1,1,160,75,13991,3,-1,-1,-1
191,712143,13,1662,11,1530.0,-1,11,36000,-1,1,160,75,18506,3,-1,-1,-1
192,713788,2,1668,11,1533.0,-1,11,36000,-1,1,160,75,13993,3,-1,-1,-1
193,715427,2,1740,11,1587.0,-1,11,36000,-1,1,160,75,13996,3,-1,-1,-1
194,724251,8,160,16,19.44,-1,16,1800,-1,1,147,73,13998,3,-1,-1,-1
195,724630,10,173,32,19.38,-1,32,1800,-1,1,147,73,14000,3,-1,-1,-1
196,724939,10,323,16,16.5,-1,16,1800,-1,1,147,73,14003,3,-1,-1,-1
197,725561,3,359,16,30.81,-1,16,1800,-1,1,147,73,14006,3,-1,-1,-1
198,726021,9,335,16,28.56,-1,16,1800,-1,1,147,73,14008,3,-1,-1,-1
199,726531,8,380,32,18.97,-1,32,1800,-1,1,147,73,14011,3,-1,-1,-1
200,727021,7,176,16,20.75,-1,16,1800,-1,1,147,73,14014,3,-1,-1,-1
201,727528,8,687,8,596.0,-1,8,64800,-1,5,150,6,13592,4,-1,-1,-1
202,728987,2,651,8,563.25,-1,8,64800,-1,5,150,6,13592,4,-1,-1,-1
203,729694,3,59,8,21.75,-1,8,64800,-1,5,150,6,13592,4,-1,-1,-1
204,729746,16,163,8,104.5,-1,8,64800,-1,5,150,6,13592,4,-1,-1,-1
205,730567,9,497,8,359.88,-1,8,64800,-1,5,150,6,13592,4,-1,-1,-1
206,731943,12,9503,8,7655.0,-1,8,64800,-1,1,150,6,13592,4,-1,-1,-1
207,735775,2,11576,1,11259.0,-1,1,57600,-1,1,153,75,14029,4,-1,-1,-1
208,735827,239648,284,100,47.6,-1,100,2700,-1,1,147,73,14032,3,-1,-1,-1
209,736042,11,12358,1,11771.0,-1,1,57600,-1,1,153,75,14035,4,-1,-1,-1
210,736252,3,11294,1,10709.0,-1,1,57600,-1,1,153,75,14038,4,-1,-1,-1
211,736570,2,57621,1,57214.0,-1,1,57600,-1,5,153,75,14041,4,-1,-1,-1
212,737565,2,16057,1,15941.0,-1,1,18000,-1,1,154,75,14044,4,-1,-1,-1
213,742701,7,46,4,11.75,-1,4,600,-1,1,3,74,14047,4,-1,-1,-1
214,743081,9,50,4,18.25,-1,4,600,-1,1,3,74,14049,4,-1,-1,-1
215,743261,10,49,4,17.75,-1,4,600,-1,1,3,74,14052,4,-1,-1,-1
216,743392,6,49,4,17.25,-1,4,600,-1,1,3,74,14055,4,-1,-1,-1
217,743486,8,50,4,18.25,-1,4,600,-1,1,3,74,14058,4,-1,-1,-1
218,743663,1,56,4,15.25,-1,4,600,-1,1,3,74,14061,4,-1,-1,-1
219,743706,30232,667,64,592.22,-1,64,3600,-1,1,3,74,14064,4,-1,-1,-1
220,743790,2,57,4,15.25,-1,4,600,-1,1,3,74,14066,4,-1,-1,-1
221,744023,3,97,4,51.5,-1,4,600,-1,1,3,74,14068,4,-1,-1,-1
222,744252,7,100,4,51.25,-1,4,600,-1,1,3,74,14070,4,-1,-1,-1
223,744749,8,31,2,1.0,-1,2,1800,-1,1,161,75,13962,3,-1,-1,-1
224,745118,28131,673,64,597.78,-1,64,1800,-1,1,3,74,14073,2,-1,-1,-1
225,749690,8,9532,8,7652.0,-1,8,64800,-1,1,150,6,13592,4,-1,-1,-1
226,750402,5,58084,4,57466.0,-1,4,64800,-1,1,156,75,14076,3,-1,-1,-1
227,750719,5,423,2,326.5,-1,2,1800,-1,1,161,75,14093,3,-1,-1,-1
228,767070,5,289,32,180.59,-1,32,64800,-1,1,163,75,14078,3,-1,-1,-1
229,767401,3,798,32,542.75,-1,32,64800,-1,1,163,75,14081,3,-1,-1,-1
230,768967,3,427,32,291.47,-1,32,64800,-1,1,163,75,18510,3,-1,-1,-1
231,769671,8,788,32,528.0,-1,32,64800,-1,1,163,75,14084,3,-1,-1,-1
232,769963,4,64,4,17.25,-1,4,3600,-1,1,197,84,18520,1,-1,-1,-1
233,770574,7,426,32,291.62,-1,32,64800,-1,1,163,75,18524,3,-1,-1,-1
234,771302,11,64835,32,19918.0,-1,32,64800,-1,5,163,75,14087,3,-1,-1,-1
235,776280,138493,29058,63,28355.0,-1,63,57600,-1,5,24,22,14090,3,-1,-1,-1
236,781770,3,375,2,293.5,-1,2,900,-1,1,161,75,14093,3,-1,-1,-1
237,783245,7,32,8,0.5,-1,8,21600,-1,1,161,75,14096,3,-1,-1,-1
238,783624,9,304,8,44.75,-1,8,21600,-1,5,161,75,14099,3,-1,-1,-1
239,784168,7,21629,8,526.5,-1,8,21600,-1,5,161,75,14099,3,-1,-1,-1
240,784765,5,1226,1,1149.0,-1,1,18000,-1,1,154,75,14103,4,-1,-1,-1
241,789290,2,167,1,6.0,-1,1,57600,-1,1,153,75,14106,3,-1,-1,-1
242,789404,6,186,1,9.0,-1,1,57600,-1,1,153,75,14109,3,-1,-1,-1
243,789496,10,200,1,11.0,-1,1,57600,-1,1,153,75,14111,3,-1,-1,-1
244,789914,6,188,1,10.0,-1,1,57600,-1,1,153,75,14114,3,-1,-1,-1
245,790054,5,163,1,6.0,-1,1,57600,-1,1,153,75,14117,3,-1,-1,-1
246,790101,12,197,1,10.0,-1,1,57600,-1,1,153,75,14120,3,-1,-1,-1
247,807488,4,8023,8,7332.0,-1,8,64800,-1,1,150,6,13592,4,-1,-1,-1
248,808329,9,43,4,5.0,-1,4,900,-1,1,147,73,14125,3,-1,-1,-1
249,816636,12,343,32,27.47,-1,32,1800,-1,1,147,73,14128,3,-1,-1,-1
250,817954,1,51,2,12.5,-1,2,64800,-1,1,4,4,14131,3,-1,-1,-1
251,818634,12,113,32,7.78,-1,32,1800,-1,1,147,73,14133,3,-1,-1,-1
252,818881,11,113,32,7.84,-1,32,1800,-1,1,147,73,14136,3,-1,-1,-1
253,819048,6,359,32,28.34,-1,32,1800,-1,1,147,73,14139,3,-1,-1,-1
254,821433,5,57498,4,56838.0,-1,4,64800,-1,1,156,75,14142,3,-1,-1,-1
255,821568,10,205,2,154.5,-1,2,600,-1,1,164,75,14145,2,-1,-1,-1
256,821574,3,205,2,153.5,-1,2,600,-1,1,164,75,14148,1,-1,-1,-1
257,822311,11,23,1,-1.0,-1,1,1800,-1,1,147,73,18531,3,-1,-1,-1
258,822371,5,112,32,0.28,-1,32,1800,-1,5,147,73,18535,3,-1,-1,-1
259,822557,1,87,32,0.31,-1,32,1800,-1,5,147,73,18539,3,-1,-1,-1
260,822685,1,55,32,3.16,-1,32,3600,-1,1,133,50,18543,3,-1,-1,-1
261,822821,5,2179,32,2097.0,-1,32,3600,-1,1,133,50,18546,3,-1,-1,-1
262,822831,8,46,32,1.41,-1,32,1800,-1,1,147,73,18549,3,-1,-1,-1
263,823038,2,74,32,4.44,-1,32,1800,-1,5,147,73,18552,3,-1,-1,-1
264,823115,2,381,32,29.12,-1,32,1800,-1,1,147,73,18556,3,-1,-1,-1
265,823571,3,358,32,27.84,-1,32,1800,-1,1,147,73,18559,3,-1,-1,-1
266,824528,10,95061,8,11058.0,-1,8,64800,-1,5,150,6,13592,4,-1,-1,-1
267,825285,4,20332,1,20103.0,-1,1,57600,-1,5,153,75,18563,3,-1,-1,-1
268,825643,6,1336,32,1268.0,-1,32,3600,-1,1,133,50,18567,3,-1,-1,-1
269,825930,5,113,1,6.0,-1,1,57600,-1,1,153,75,18571,3,-1,-1,-1
270,825952,5,1492,1,1249.0,-1,1,21600,-1,5,153,75,18575,3,-1,-1,-1
271,825971,82,130,1,11.0,-1,1,57600,-1,1,153,75,18578,3,-1,-1,-1
272,827065,3,3383,32,3307.0,-1,32,3600,-1,1,133,50,18582,3,-1,-1,-1
273,827246,3,111,1,57.0,-1,1,57600,-1,5,153,75,18586,3,-1,-1,-1
274,827378,9,37309,1,36497.0,-1,1,57600,-1,1,153,75,18590,3,-1,-1,-1
275,827522,4,125,1,9.0,-1,1,57600,-1,1,153,75,18594,3,-1,-1,-1
276,827775,5,5975,1,5688.0,-1,1,57600,-1,1,153,75,18598,3,-1,-1,-1
277,827833,1175,4572,1,4275.0,-1,1,57600,-1,1,153,75,18602,3,-1,-1,-1
278,828709,2,314,4,233.25,-1,4,7200,-1,5,161,75,14099,3,-1,-1,-1
279,829129,6,2091,4,189.75,-1,4,21600,-1,5,161,75,14099,3,-1,-1,-1
280,829950,15,-1,-1,-1.0,-1,32,3600,-1,5,133,50,18612,3,-1,-1,-1
281,829971,489,112,48,27.08,-1,48,1800,-1,1,133,50,18615,3,-1,-1,-1
282,830638,4,1839,48,1714.0,-1,48,1800,-1,5,133,50,18619,3,-1,-1,-1
283,831299,10,104,4,34.75,-1,4,3600,-1,1,161,75,14099,3,-1,-1,-1
284,831662,8,15878,4,1053.0,-1,4,21600,-1,5,161,75,14099,3,-1,-1,-1
285,832355,4326,100,64,24.59,-1,64,2400,-1,1,34,7,14153,3,-1,-1,-1
286,832384,106,54,32,1.34,-1,32,2400,-1,1,34,7,14155,3,-1,-1,-1
287,832471,85,37,48,0.29,-1,48,3600,-1,5,133,50,18629,3,-1,-1,-1
288,832474,19,40,16,1.25,-1,16,2400,-1,1,34,7,14157,3,-1,-1,-1
289,832503,9,1479,8,1393.0,-1,8,3000,-1,1,34,7,14159,3,-1,-1,-1
290,832535,20,32,4,1.25,-1,4,3000,-1,1,34,7,14162,3,-1,-1,-1
291,832558,39,4073,48,3906.0,-1,48,5400,-1,1,133,50,18633,3,-1,-1,-1
292,832565,4,2068,2,2015.0,-1,2,3000,-1,1,34,7,14165,3,-1,-1,-1
293,832619,13,-1,-1,-1.0,-1,44,5400,-1,5,133,50,18637,3,-1,-1,-1
294,832711,3148,43,16,5.81,-1,16,1200,-1,1,34,7,14167,3,-1,-1,-1
295,832737,3176,211,16,156.75,-1,16,1200,-1,1,34,7,14169,3,-1,-1,-1
296,832759,3367,38,16,1.25,-1,16,2400,-1,1,34,7,14171,3,-1,-1,-1
297,832808,3,47,2,14.5,-1,2,1200,-1,1,34,7,14173,3,-1,-1,-1
298,832835,8,2070,2,2020.0,-1,2,3000,-1,1,34,7,14176,3,-1,-1,-1
299,832863,724,46,4,10.25,-1,4,1200,-1,1,34,7,14179,3,-1,-1,-1
300,832884,756,32,4,1.25,-1,4,3000,-1,1,34,7,14181,3,-1,-1,-1
301,832925,1077,47,8,7.25,-1,8,1200,-1,1,34,7,14183,3,-1,-1,-1
302,832947,1108,312,8,258.62,-1,8,2400,-1,1,34,7,14185,3,-1,-1,-1
303,832983,1392,1473,8,1392.0,-1,8,3000,-1,1,34,7,14187,3,-1,-1,-1
304,833122,3039,50,32,1.5,-1,32,2400,-1,1,34,7,14189,3,-1,-1,-1
305,833290,3503,91,64,4.72,-1,64,1200,-1,1,34,7,14191,3,-1,-1,-1
306,833341,2873,50,32,4.94,-1,32,1200,-1,1,34,7,14193,3,-1,-1,-1
